booking_id,travel_date,booking_date,lead_time_days,nights_of_stay,ship_name,company,route_type,suite_type,booking_source,package,guest_country,total_cabins,booked_cabins,cycle_occupancy_percentage,passengers_on_booking,total_crew,total_reservation_income_usd,average_daily_guest_spending_usd,satisfaction_score,total_guest_spending_usd,price_category
139,2018-01-06,2017-09-05,123,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Web,All Inclusive,USA,2805,1,87.88,1,2350,1723.4,179.08,4.7,895.4000000000001,Low
140,2018-01-06,2017-10-15,83,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Web,All Inclusive,UK,2805,1,87.88,3,2350,3504.3,178.42,5.0,2676.2999999999997,Medium
141,2018-01-06,2017-09-21,107,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,Full Board,UK,2805,1,87.88,1,2350,1677.1,169.82,4.8,849.0999999999999,Low
142,2018-01-06,2017-09-08,120,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Web,All Inclusive,Mexico,2805,1,87.88,1,2350,1782.45,190.89,4.9,954.4499999999999,Low
143,2018-01-06,2017-09-23,105,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive,UK,2805,1,87.88,2,2350,2708.3,188.03,4.8,1880.3,Medium
144,2018-01-06,2017-11-27,40,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Direct,All Inclusive,USA,2805,1,87.88,1,2350,1667.4,167.88,4.5,839.4,Low
145,2018-01-06,2017-08-17,142,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,B2B,All Inclusive,USA,2805,1,87.88,2,2350,2395.8,156.78,4.7,1567.8,Low
146,2018-01-06,2017-11-23,44,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Direct,All Inclusive + EXC,USA,2805,1,87.88,1,2350,1756.35,185.67,5.0,928.3499999999999,Low
147,2018-01-06,2017-09-17,111,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Web,Full Board,UK,2805,1,87.88,2,2350,2577.7,174.97,4.9,1749.7,Low
148,2018-01-06,2017-09-10,118,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Direct,All Inclusive,USA,2805,1,87.88,1,2350,1751.75,184.75,4.6,923.75,Low
149,2018-01-06,2017-09-24,104,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive + EXC,USA,2805,1,87.88,1,2350,1792.75,192.95,4.8,964.75,Low
150,2018-01-06,2017-08-26,133,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Direct,All Inclusive,Mexico,2805,1,87.88,1,2350,1716.75,177.75,4.7,888.75,Low
151,2018-01-06,2017-12-02,35,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive,USA,1643,1,85.25,2,1388,3858.48,131.56,4.6,2368.08,Medium
152,2018-01-06,2017-08-11,148,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive,Italy,1643,1,85.25,1,1388,2640.87,127.83,4.8,1150.47,Medium
153,2018-01-06,2017-10-20,78,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,Full Board,France,1643,1,85.25,1,1388,2764.53,141.57,4.7,1274.1299999999999,Medium
154,2018-01-06,2017-10-02,96,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive,Germany,1643,1,85.25,1,1388,2642.76,128.04,4.7,1152.36,Medium
155,2018-01-06,2017-09-24,104,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,Full Board,Mexico,1643,1,85.25,2,1388,3759.48,126.06,4.4,2269.08,Medium
156,2018-01-06,2017-11-04,63,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive + EXC,USA,1643,1,85.25,2,1388,3931.38,135.61,4.6,2440.9800000000005,Medium
157,2018-01-06,2017-08-16,143,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive,UK,1643,1,85.25,2,1388,3903.12,134.04,4.4,2412.72,Medium
158,2018-01-06,2017-11-15,52,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,B2B,Full Board,USA,1643,1,85.25,2,1388,3803.22,128.49,4.7,2312.82,Medium
159,2018-01-06,2017-11-21,46,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,Full Board + EXC,USA,1643,2,85.25,2,1388,5390.82,133.89,4.6,2410.0199999999995,High
160,2018-01-06,2017-11-01,66,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Direct,Full Board,USA,1643,1,85.25,2,1388,3976.56,138.12,4.6,2486.16,Medium
161,2018-01-06,2017-12-17,20,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,Spain,1643,1,85.25,2,1388,4150.44,147.78,4.3,2660.04,High
162,2018-01-06,2017-10-27,71,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,All Inclusive + EXC,Mexico,1643,2,85.25,4,1388,7803.0,133.95,4.5,4822.2,High
163,2018-01-06,2017-11-06,61,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,Full Board + EXC,Italy,1643,1,85.25,2,1388,3749.04,125.48,4.5,2258.64,Medium
164,2018-01-06,2017-10-21,77,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,Full Board + EXC,Germany,1643,2,85.25,4,1388,7777.08,133.23,4.6,4796.28,High
165,2018-01-06,2017-11-20,47,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive,Germany,1643,1,85.25,1,1388,2721.51,136.79,4.5,1231.11,Medium
166,2018-01-06,2017-09-25,103,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,All Inclusive,Germany,1250,1,75.63,1,1458,1056.57,186.59,5.0,559.77,Low
167,2018-01-06,2017-11-04,63,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,UK,1250,1,75.63,1,1458,1063.05,188.75,4.8,566.25,Low
168,2018-01-06,2017-09-26,102,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,Web,Full Board,USA,1250,1,75.63,3,1458,2078.19,175.71,4.9,1581.3899999999999,Low
169,2018-01-06,2017-11-03,64,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,Full Board,UK,1250,1,75.63,1,1458,1087.02,196.74,4.8,590.22,Low
170,2018-01-06,2017-11-17,50,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive,USA,1250,1,75.63,1,1458,1096.44,199.88,4.9,599.64,Low
171,2018-01-06,2017-10-20,78,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive,USA,1250,1,75.63,2,1458,1578.9,180.35,4.6,1082.1,Low
172,2018-01-06,2017-09-04,124,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board + EXC,UK,1250,1,75.63,1,1458,1081.77,194.99,4.8,584.97,Low
173,2018-01-06,2017-09-18,110,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive + EXC,Germany,1250,1,75.63,2,1458,1592.16,182.56,4.9,1095.3600000000001,Low
174,2018-01-06,2017-10-22,76,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,Full Board,Germany,1250,1,75.63,2,1458,1607.76,185.16,4.9,1110.96,Low
175,2018-01-06,2017-11-30,37,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board + EXC,UK,1250,1,75.63,1,1458,1081.83,195.01,5.0,585.03,Low
176,2018-01-06,2017-11-10,57,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,All Inclusive,UK,1250,1,75.63,2,1458,1684.74,197.99,4.8,1187.94,Low
177,2018-01-06,2017-08-28,131,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive,USA,1250,1,75.63,2,1458,1595.4,183.1,4.9,1098.6,Low
178,2018-01-06,2017-08-24,135,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,Web,All Inclusive,Mexico,1250,1,75.63,2,1458,1658.88,193.68,5.0,1162.08,Low
179,2018-01-06,2017-11-19,48,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board + EXC,USA,1250,1,75.63,1,1458,1078.98,194.06,4.9,582.1800000000001,Low
180,2018-01-06,2017-11-29,38,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,All Inclusive,France,1250,1,75.63,2,1458,1618.92,187.02,4.9,1122.1200000000001,Low
181,2018-01-06,2017-10-07,91,8,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,Full Board,UK,2612,2,83.4,2,1688,4700.64,128.19,4.2,2051.04,High
182,2018-01-06,2017-09-26,102,8,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,All Inclusive,Germany,2612,1,83.4,2,1688,3410.4,130.35,4.5,2085.6,Medium
183,2018-01-06,2017-08-29,130,8,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Direct,Full Board,France,2612,1,83.4,2,1688,3359.84,127.19,4.2,2035.04,Medium
184,2018-01-06,2017-08-29,130,8,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,Full Board + EXC,USA,2612,1,83.4,1,1688,2441.2,139.55,4.2,1116.4,Low
185,2018-01-06,2017-10-18,80,8,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,All Inclusive,UK,2612,1,83.4,2,1688,3236.16,119.46,4.1,1911.36,Medium
186,2018-01-06,2017-11-11,56,8,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,Full Board + EXC,Mexico,2612,1,83.4,1,1688,2366.8,130.25,4.3,1042.0,Low
187,2018-01-06,2017-12-06,31,8,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,Full Board,USA,2612,1,83.4,2,1688,3404.32,129.97,4.1,2079.52,Medium
188,2018-01-06,2017-08-09,150,8,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Direct,All Inclusive,Germany,2612,1,83.4,2,1688,3491.04,135.39,4.3,2166.24,Medium
189,2018-01-06,2017-10-19,79,8,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,All Inclusive + EXC,USA,2612,1,83.4,1,1688,2404.0,134.9,4.3,1079.2,Low
190,2018-01-06,2017-11-12,55,8,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,All Inclusive,USA,2612,1,83.4,1,1688,2433.2,138.55,4.3,1108.4,Low
191,2018-01-06,2017-09-01,127,8,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,Web,Full Board,Spain,2612,1,83.4,2,1688,3503.84,136.19,4.2,2179.04,Medium
192,2018-01-06,2017-12-02,35,8,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Direct,All Inclusive + EXC,USA,2612,1,83.4,1,1688,2362.48,129.71,4.0,1037.68,Low
193,2018-01-06,2017-09-26,102,8,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,All Inclusive,Spain,2612,1,83.4,1,1688,2297.92,121.64,4.2,973.12,Low
194,2018-01-06,2017-09-12,116,8,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,All Inclusive + EXC,Spain,2612,1,83.4,2,1688,3282.72,122.37,4.2,1957.92,Medium
195,2018-01-06,2017-10-17,81,8,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,Full Board + EXC,USA,2612,1,83.4,1,1688,2373.52,131.09,4.2,1048.72,Low
196,2018-01-06,2017-11-01,66,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board,USA,1646,1,80.44,1,1416,2771.01,142.29,4.8,1280.61,Medium
197,2018-01-06,2017-10-11,87,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,All Inclusive,UK,1646,2,80.44,4,1416,8777.88,161.03,4.6,5797.08,High
198,2018-01-06,2017-11-21,46,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,Full Board + EXC,USA,1646,1,80.44,2,1416,4473.0,165.7,4.7,2982.6,High
199,2018-01-06,2017-11-08,59,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,USA,1646,2,80.44,2,1416,6043.68,170.16,5.0,3062.88,High
200,2018-01-06,2017-09-30,98,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,Full Board,USA,1646,1,80.44,2,1416,4248.72,153.24,4.3,2758.32,High
201,2018-01-06,2018-01-01,5,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,Full Board,UK,1646,1,80.44,1,1416,2895.93,156.17,4.7,1405.53,Medium
202,2018-01-06,2017-11-04,63,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,All Inclusive + EXC,USA,1646,1,80.44,2,1416,4334.58,158.01,4.6,2844.18,High
203,2018-01-06,2017-10-24,74,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Direct,All Inclusive,France,1646,2,80.44,2,1416,5886.54,161.43,4.6,2905.7400000000002,High
204,2018-01-06,2017-09-07,121,9,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,Direct,All Inclusive + EXC,USA,1646,1,80.44,2,1416,4421.52,162.84,4.5,2931.12,High
205,2018-01-06,2017-10-29,69,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,All Inclusive + EXC,Germany,1646,2,80.44,4,1416,8454.6,152.05,4.7,5473.8,High
206,2018-01-06,2017-10-23,75,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive,France,1646,2,80.44,4,1416,8712.36,159.21,4.6,5731.56,High
207,2018-01-06,2017-08-02,157,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,Full Board,USA,1646,1,80.44,1,1416,2961.63,163.47,4.7,1471.23,Medium
208,2018-01-06,2017-09-03,125,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,All Inclusive + EXC,Mexico,1646,1,80.44,2,1416,4377.6,160.4,4.8,2887.2000000000003,High
209,2018-01-06,2017-09-23,105,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,All Inclusive + EXC,Germany,1646,1,80.44,2,1416,4287.6,155.4,4.8,2797.2000000000003,High
210,2018-01-06,2017-10-24,74,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive + EXC,UK,1646,1,80.44,1,1416,2793.06,144.74,4.6,1302.66,Medium
211,2018-01-06,2017-10-22,76,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,Full Board,Italy,1347,1,91.12,1,1253,4696.77,195.69,4.5,2543.97,High
212,2018-01-06,2017-10-17,81,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Web,Full Board,Spain,1347,2,91.12,4,1253,14354.6,193.25,4.8,10049.0,High
213,2018-01-06,2017-10-04,94,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,Full Board,USA,1347,1,91.12,1,1253,4717.05,197.25,4.9,2564.25,High
214,2018-01-06,2017-09-07,121,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Web,All Inclusive + EXC,USA,1347,2,91.12,2,1253,9660.3,205.95,4.9,5354.7,High
215,2018-01-06,2017-09-20,108,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Web,All Inclusive,Canada,1347,1,91.12,2,1253,6966.7,185.15,4.5,4813.900000000001,High
216,2018-01-06,2017-10-20,78,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Direct,All Inclusive,Mexico,1347,1,91.12,1,1253,4827.68,205.76,4.8,2674.88,High
217,2018-01-06,2017-09-18,110,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Web,All Inclusive,Canada,1347,1,91.12,2,1253,7648.94,211.39,4.7,5496.139999999999,High
218,2018-01-06,2017-11-14,53,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Web,All Inclusive,UK,1347,1,91.12,2,1253,7410.0,202.2,4.8,5257.2,High
219,2018-01-06,2017-09-10,118,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Direct,All Inclusive,USA,1347,2,91.12,4,1253,15216.76,209.83,4.7,10911.16,High
220,2018-01-06,2017-11-08,59,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Direct,Full Board + EXC,France,1347,1,91.12,2,1253,7171.32,193.02,4.8,5018.52,High
221,2018-01-06,2017-10-07,91,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Web,Full Board,Italy,1347,1,91.12,2,1253,6938.88,184.08,4.7,4786.08,High
222,2018-01-06,2017-08-01,158,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Web,Full Board,France,1347,1,91.12,1,1253,4999.8,219.0,4.9,2847.0,High
223,2018-01-06,2017-07-30,160,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Direct,All Inclusive,Spain,1347,2,91.12,2,1253,9957.22,217.37,4.9,5651.62,High
224,2018-01-06,2017-10-29,69,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Direct,All Inclusive,USA,1347,1,91.12,1,1253,4727.58,198.06,4.7,2574.78,High
225,2018-01-06,2017-12-05,32,13,Queen Mary 2,Cunard Line,Transatlantic,Suite,B2B,All Inclusive + EXC,USA,1347,1,91.12,2,1253,7361.38,200.33,4.8,5208.58,High
226,2018-01-06,2017-11-10,57,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive,Canada,2732,1,90.06,1,1500,1699.74,117.69,4.2,706.14,Low
227,2018-01-06,2017-11-07,60,6,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Web,All Inclusive + EXC,UK,2732,1,90.06,1,1500,1741.02,124.57,4.3,747.42,Low
228,2018-01-06,2017-10-08,90,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive,Italy,2732,1,90.06,1,1500,1701.54,117.99,4.2,707.9399999999999,Low
229,2018-01-06,2017-10-18,80,6,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,All Inclusive,Spain,2732,1,90.06,2,1500,2465.52,122.66,4.3,1471.92,Low
230,2018-01-06,2017-10-06,92,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive,Germany,2732,2,90.06,4,1500,4769.76,115.94,4.3,2782.56,High
231,2018-01-06,2017-10-15,83,6,AIDAcosma,AIDA Cruises,Canarias,Suite,B2B,All Inclusive + EXC,USA,2732,1,90.06,1,1500,1807.32,135.62,4.2,813.72,Low
232,2018-01-06,2017-09-14,114,6,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive + EXC,USA,2732,1,90.06,2,1500,2382.48,115.74,4.5,1388.8799999999999,Low
233,2018-01-06,2017-08-26,133,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,UK,2732,1,90.06,1,1500,1645.92,108.72,4.2,652.3199999999999,Low
234,2018-01-06,2017-11-17,50,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,UK,2732,1,90.06,2,1500,2349.48,112.99,4.3,1355.8799999999999,Low
235,2018-01-06,2017-08-29,130,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,USA,2732,1,90.06,2,1500,2418.0,118.7,4.2,1424.4,Low
236,2018-01-06,2017-08-08,151,6,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Web,Full Board,Spain,2732,1,90.06,1,1500,1694.22,116.77,4.3,700.62,Low
237,2018-01-06,2017-10-17,81,6,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Web,All Inclusive,USA,2732,1,90.06,1,1500,1646.46,108.81,4.3,652.86,Low
238,2018-01-06,2017-10-05,93,6,AIDAcosma,AIDA Cruises,Canarias,Suite,B2B,Full Board + EXC,USA,2732,1,90.06,2,1500,2421.12,118.96,4.4,1427.52,Low
239,2018-01-06,2017-08-14,145,6,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,All Inclusive + EXC,USA,2732,1,90.06,3,1500,3122.82,118.29,4.5,2129.2200000000003,Medium
240,2018-01-06,2017-11-27,40,6,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,All Inclusive,USA,2732,2,90.06,2,1500,3280.32,107.76,4.4,1293.1200000000001,Medium
241,2018-01-07,2017-09-06,123,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Direct,All Inclusive + EXC,Spain,2626,1,79.28,2,2138,3236.8,148.4,4.3,2077.6,Medium
242,2018-01-07,2017-10-05,94,7,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Direct,All Inclusive + EXC,USA,2626,2,79.28,4,2138,6634.32,154.14,4.4,4315.92,High
243,2018-01-07,2017-10-01,98,7,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,All Inclusive,France,2626,1,79.28,1,2138,2235.38,153.74,4.6,1076.18,Low
244,2018-01-07,2017-10-06,93,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,B2B,All Inclusive,UK,2626,1,79.28,1,2138,2277.94,159.82,4.5,1118.74,Low
245,2018-01-07,2017-09-25,104,7,MSC World Europa,MSC Cruceros,Mediterranean,Suite,B2B,Full Board,UK,2626,1,79.28,2,2138,3408.3,160.65,4.5,2249.1,Medium
246,2018-01-07,2017-07-25,166,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,Full Board + EXC,Spain,2626,2,79.28,4,2138,6564.88,151.66,4.4,4246.48,High
247,2018-01-07,2017-11-18,50,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,Full Board,USA,2626,1,79.28,1,2138,2174.27,145.01,4.4,1015.0699999999999,Low
248,2018-01-07,2017-11-02,66,7,MSC World Europa,MSC Cruceros,Mediterranean,Suite,B2B,Full Board + EXC,UK,2626,1,79.28,2,2138,3361.4,157.3,4.6,2202.2000000000003,Medium
249,2018-01-07,2017-09-03,126,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,Full Board,UK,2626,1,79.28,2,2138,3202.92,145.98,4.5,2043.7199999999998,Medium
250,2018-01-07,2017-10-21,78,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,B2B,All Inclusive + EXC,Spain,2626,1,79.28,1,2138,2121.21,137.43,4.5,962.01,Low
251,2018-01-07,2017-12-10,28,7,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Direct,Full Board,UK,2626,1,79.28,1,2138,2268.21,158.43,4.4,1109.01,Low
252,2018-01-07,2017-12-07,31,7,MSC World Europa,MSC Cruceros,Mediterranean,Suite,B2B,Full Board + EXC,USA,2626,1,79.28,1,2138,2224.95,152.25,4.5,1065.75,Low
253,2018-01-07,2018-01-02,5,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Direct,All Inclusive,France,2626,1,79.28,2,2138,3215.38,146.87,4.5,2056.1800000000003,Medium
254,2018-01-07,2017-10-06,93,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,Full Board,Italy,2626,1,79.28,2,2138,3326.12,154.78,4.4,2166.92,Medium
255,2018-01-07,2017-11-02,66,7,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Direct,All Inclusive,USA,2626,1,79.28,2,2138,3217.9,147.05,4.5,2058.7000000000003,Medium
256,2018-01-07,2017-11-14,54,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,All Inclusive,USA,2805,1,89.42,2,2350,2475.5,164.75,4.7,1647.5,Low
257,2018-01-07,2017-09-15,114,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,Full Board,France,2805,1,89.42,1,2350,1708.3,176.06,5.0,880.3,Low
258,2018-01-07,2017-09-26,103,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Direct,Full Board,USA,2805,1,89.42,1,2350,1715.1,177.42,4.8,887.0999999999999,Low
259,2018-01-07,2017-10-19,80,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,B2B,Full Board,Germany,2805,2,89.42,2,2350,3172.2,151.62,4.8,1516.2,Medium
260,2018-01-07,2017-09-01,128,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,All Inclusive,Spain,2805,2,89.42,2,2350,3477.4,182.14,4.6,1821.3999999999999,Medium
261,2018-01-07,2017-12-08,30,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Web,All Inclusive,UK,2805,1,89.42,2,2350,2707.0,187.9,4.9,1879.0,Medium
262,2018-01-07,2017-10-08,91,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Direct,All Inclusive,UK,2805,1,89.42,1,2350,1687.15,171.83,4.8,859.1500000000001,Low
263,2018-01-07,2017-10-23,76,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Direct,All Inclusive,Italy,2805,1,89.42,1,2350,1745.6,183.52,4.5,917.6,Low
264,2018-01-07,2017-08-05,155,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive + EXC,Mexico,2805,1,89.42,2,2350,2657.6,182.96,4.9,1829.6000000000001,Medium
265,2018-01-07,2017-09-21,108,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Web,All Inclusive,USA,2805,1,89.42,2,2350,2681.0,185.3,4.7,1853.0,Medium
266,2018-01-07,2017-09-10,119,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,All Inclusive,USA,2805,2,89.42,2,2350,3437.7,178.17,4.8,1781.6999999999998,Medium
267,2018-01-07,2017-10-18,81,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Direct,All Inclusive,USA,2805,1,89.42,1,2350,1680.5,170.5,4.8,852.5,Low
268,2018-01-07,2017-09-26,103,5,Icon of the Seas,Royal Caribbean,Caribbean,Suite,Web,Full Board,Mexico,2805,1,89.42,2,2350,2483.1,165.51,4.7,1655.1,Low
269,2018-01-07,2017-11-22,46,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,B2B,Full Board,UK,2805,1,89.42,2,2350,2479.7,165.17,5.0,1651.6999999999998,Low
270,2018-01-07,2017-10-24,75,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive,Canada,2805,2,89.42,2,2350,3394.2,173.82,4.8,1738.1999999999998,Medium
271,2018-01-07,2017-08-05,155,11,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive + EXC,USA,1643,1,80.46,2,1388,4879.82,139.01,4.4,3058.22,High
272,2018-01-07,2017-10-22,77,11,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Direct,All Inclusive + EXC,USA,1643,1,80.46,1,1388,3257.54,130.54,4.6,1435.9399999999998,Medium
273,2018-01-07,2017-12-09,29,11,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,B2B,Full Board + EXC,Mexico,1643,1,80.46,2,1388,4651.24,128.62,4.5,2829.6400000000003,High
274,2018-01-07,2017-10-14,85,11,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive,UK,1643,2,80.46,4,1388,9324.48,129.12,4.6,5681.280000000001,High
275,2018-01-07,2017-11-17,51,11,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,All Inclusive,Germany,1643,1,80.46,2,1388,4755.52,133.36,4.7,2933.92,High
276,2018-01-07,2017-09-22,107,11,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,Canada,1643,1,80.46,1,1388,3353.79,139.29,4.4,1532.1899999999998,Medium
277,2018-01-07,2017-08-02,158,11,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive + EXC,USA,1643,1,80.46,1,1388,3233.34,128.34,4.3,1411.74,Medium
